ID	Seed	Sample	pdockq	ppv	pdockq2	pae	plddt	ptm	iptm	ranking_score	correct_result
8cnc	2	3	0.5800610347526525	0.92420274	[0.8893365622502721, 0.7939836610108685]	[0.9772464726847893, 0.9482729949184504]	[96.70749999999998, 95.20125]	0.89	0.92	0.91	1
8cnc	2	4	0.5796302860479651	0.92420274	[0.8783745051705125, 0.7282071234838776]	[0.9736009723446203, 0.9297589778762363]	[96.5488888888889, 94.13351851851851]	0.89	0.92	0.91	1
8cnc	3	0	0.5833063905577435	0.93172991	[0.8888813429647638, 0.8007052505681373]	[0.9780802579396827, 0.9502283535118567]	[96.60340000000001, 95.30760000000002]	0.89	0.92	0.91	1
8cnc	3	1	0.5882181965813298	0.93172991	[0.897827451921221, 0.8111014967106304]	[0.9796158537150158, 0.9521975549880223]	[96.87920000000003, 95.57979999999999]	0.89	0.92	0.92	1
8cnc	3	2	0.5797358610461361	0.92420274	[0.8929049748424162, 0.8025619354612543]	[0.9785095463774472, 0.9497557562328062]	[96.75280000000001, 95.43879999999997]	0.89	0.92	0.92	1
8cnc	3	3	0.5651355995134917	0.92420274	[0.8921163217347533, 0.8368954534797389]	[0.9785862828076692, 0.9596474671058013]	[96.70755102040816, 96.00938775510204]	0.89	0.92	0.91	1
8cnc	3	4	0.592438342397171	0.93172991	[0.8882355065677247, 0.7597263375741636]	[0.9764579685910825, 0.9374888196593906]	[96.73313725490195, 94.7541176470588]	0.89	0.92	0.91	1
8cnc	4	0	0.5743492530668207	0.92420274	[0.8935100041252703, 0.7682481158025027]	[0.9762109862546314, 0.9393200667408468]	[97.00959999999999, 94.94959999999999]	0.89	0.92	0.92	1
8cnc	4	1	0.5771840143487917	0.92420274	[0.8919514678226936, 0.8106504201746474]	[0.9780812361584049, 0.9524844938010376]	[96.74961538461538, 95.53057692307695]	0.89	0.92	0.92	1
8cnc	4	2	0.573812155989246	0.92420274	[0.8855079279558044, 0.8335745240153645]	[0.9776206670734797, 0.9591784975579881]	[96.48859999999999, 95.90399999999998]	0.89	0.92	0.91	1
8cnc	4	3	0.5857035627966535	0.93172991	[0.8936867375035609, 0.8155436463176319]	[0.9785971324867799, 0.9531448140389172]	[96.78150943396224, 95.68622641509437]	0.89	0.92	0.92	1
8cnc	4	4	0.5728455930792081	0.92420274	[0.8917819642051793, 0.8416584054322427]	[0.9786226669704545, 0.9611691299629883]	[96.68799999999999, 96.07619999999999]	0.89	0.92	0.91	1
8cnc	5	0	0.5815267721290973	0.92420274	[0.8872483089848443, 0.7516708771558721]	[0.9759553242557172, 0.935548986916024]	[96.73596153846157, 94.59115384615387]	0.89	0.92	0.91	1
8cnc	5	1	0.5839913352270181	0.93172991	[0.8865368277218945, 0.7284067103826904]	[0.9748368451711252, 0.9282655342588562]	[96.81307692307693, 94.29384615384616]	0.89	0.92	0.91	1
8cnc	5	2	0.5784045955941824	0.92420274	[0.879094224572286, 0.7995022318125408]	[0.9759911235444279, 0.9508824002067561]	[96.34634615384614, 95.18788461538465]	0.89	0.92	0.91	1
8cnc	5	3	0.5878910013344361	0.93172991	[0.8812219406641203, 0.7263390261358248]	[0.9745861528042797, 0.928860446803686]	[96.5857692307692, 94.14153846153846]	0.89	0.92	0.91	1
8cnc	5	4	0.590133950841905	0.93172991	[0.892122777953189, 0.8132515459255626]	[0.9785801876577866, 0.9529559802061934]	[96.70846153846152, 95.60115384615389]	0.89	0.92	0.91	1
8cyi	1	0	0.6816340335180696	0.98128027	[0.7858500389067795, 0.8166689398280146]	[0.954216824050676, 0.9576021467166884]	[94.24576923076923, 95.29173076923077]	0.86	0.92	0.92	1
8cyi	1	1	0.6865777387761077	0.98128027	[0.7926808882280864, 0.8487291596626758]	[0.9563746008345899, 0.9664699482120495]	[94.33673267326735, 95.87405940594059]	0.86	0.92	0.92	1
8cyi	1	2	0.682950444713002	0.98128027	[0.7887380899566431, 0.8436220953276564]	[0.9548514448179245, 0.965200768612815]	[94.31153846153846, 95.765]	0.86	0.92	0.91	1
8cyi	1	3	0.6849084613442036	0.98128027	[0.7863985127627307, 0.8151436749257394]	[0.9541181264418264, 0.9567436065471734]	[94.27990566037735, 95.3082075471698]	0.86	0.92	0.92	1
8cyi	1	4	0.6806524331316117	0.98128027	[0.7855630182413725, 0.828586403701147]	[0.9546604380634154, 0.9610558105005109]	[94.18922330097084, 95.48912621359224]	0.86	0.92	0.91	1
8cyi	2	0	0.683968777476188	0.98128027	[0.796895984986529, 0.8226996792401963]	[0.9577782032117259, 0.95886563173619]	[94.38621359223298, 95.4393203883495]	0.86	0.92	0.92	1
8cyi	2	1	0.6869275446298058	0.98128027	[0.801604516469819, 0.8351536085879474]	[0.9587256986072511, 0.9628447344662265]	[94.50305555555558, 95.61092592592593]	0.86	0.92	0.92	1
8cyi	2	2	0.6824509311257866	0.98128027	[0.7936721020131096, 0.8269616158307339]	[0.9558153811598625, 0.9603070720072494]	[94.43611650485437, 95.48961165048544]	0.86	0.92	0.92	1
8cyi	2	3	0.6860380186114787	0.98128027	[0.7995297135822039, 0.8338860246935835]	[0.9568865107269897, 0.9616637214658817]	[94.59184466019413, 95.67038834951454]	0.87	0.92	0.92	1
8cyi	2	4	0.6851635876581478	0.98128027	[0.7924508912463892, 0.8335893776197181]	[0.9564414215851811, 0.9624286407175897]	[94.31989898989899, 95.5808080808081]	0.86	0.92	0.91	1
8cyi	3	0	0.6801152871044668	0.98128027	[0.7839214913161429, 0.8021453925025165]	[0.9532692483021079, 0.9531072124785116]	[94.25368932038829, 95.08446601941743]	0.86	0.92	0.92	1
8cyi	3	1	0.6846650412856706	0.98128027	[0.7916959879683558, 0.8201051332147585]	[0.955915407182266, 0.9583427383636126]	[94.33817307692308, 95.37365384615386]	0.86	0.92	0.91	1
8cyi	3	2	0.6819810392696609	0.98128027	[0.7905786147684747, 0.8368577454899871]	[0.9547755978682704, 0.963003539057725]	[94.40099009900992, 95.67306930693071]	0.86	0.92	0.92	1
8cyi	3	3	0.68243937837758	0.98128027	[0.7899901373021918, 0.8494079670991809]	[0.9554383840329544, 0.9664071915817273]	[94.30930693069305, 95.91158415841582]	0.86	0.92	0.92	1
8cyi	3	4	0.6852148608858768	0.98128027	[0.7933127968647409, 0.8115911824599272]	[0.9553543423122846, 0.9555687176625346]	[94.46566037735847, 95.26471698113207]	0.86	0.92	0.92	1
8cyi	4	0	0.6862939929378943	0.98128027	[0.7819286564634274, 0.8383942727094654]	[0.9561003809077055, 0.9656503352056229]	[93.88633663366335, 95.4809900990099]	0.86	0.92	0.91	1
8cyi	4	1	0.6877631078979306	0.98128027	[0.7949190603860732, 0.8435462117552981]	[0.9567443511825984, 0.9657087455859332]	[94.4, 95.71114285714286]	0.86	0.92	0.92	1
8cyi	4	2	0.6872032686649651	0.98128027	[0.7953860574736595, 0.8315558482449497]	[0.9567807097599799, 0.9618546169100344]	[94.4172380952381, 95.54504761904761]	0.86	0.92	0.92	1
8cyi	4	3	0.6844572778911873	0.98128027	[0.7849449889806683, 0.8262949630025666]	[0.9542438135568284, 0.9607296158210319]	[94.20288461538462, 95.41730769230769]	0.86	0.92	0.91	1
8cyi	4	4	0.6868138585546931	0.98128027	[0.7936316682565401, 0.8406365517905436]	[0.9570125992730896, 0.965042714468909]	[94.31617647058825, 95.64372549019609]	0.86	0.92	0.91	1
8cyi	5	0	0.6846416270507266	0.98128027	[0.7774309127065109, 0.8385765283517637]	[0.9530468043557927, 0.9641773317161811]	[93.98769999999999, 95.63520000000003]	0.85	0.92	0.91	1
8cyi	5	1	0.6823253134896101	0.98128027	[0.7743847414855821, 0.8304997425737832]	[0.9508180765798839, 0.9610898985036017]	[94.0729, 95.5729]	0.86	0.92	0.91	1
8cyi	5	2	0.6807701783605433	0.98128027	[0.7774083541868025, 0.8224511525033031]	[0.9519403751620942, 0.9586559438126006]	[94.09594059405941, 95.44891089108911]	0.86	0.92	0.91	1
8cyi	5	3	0.6875131198885707	0.98128027	[0.7790376511200248, 0.8300136679635797]	[0.9522247225694185, 0.9609683447441585]	[94.14009433962262, 95.56283018867924]	0.85	0.92	0.91	1
8cyi	5	4	0.681401987275997	0.98128027	[0.7325474553888647, 0.8138855643435462]	[0.9414900470485431, 0.9553508224317435]	[93.15114285714284, 95.39019047619048]	0.86	0.92	0.91	1
8d7u	1	0	0.6182912359465372	0.9400192	[0.6903601291729036, 0.5384771500849186]	[0.9290707597638246, 0.9109676001713142]	[92.52902777777778, 87.49083333333334]	0.83	0.82	0.84	1
8d7u	1	1	0.6180908642308565	0.9400192	[0.6160496146854325, 0.46956389888651184]	[0.9107438440204568, 0.8910616942971404]	[91.053417721519, 86.09113924050634]	0.83	0.81	0.83	1
8d7u	1	2	0.6190102726480339	0.9400192	[0.6772393433565546, 0.5435402086381579]	[0.9282233870711766, 0.9121904298178386]	[92.03520547945205, 87.60808219178084]	0.83	0.82	0.83	1
8d7u	1	3	0.6224352329994662	0.9400192	[0.670092155199541, 0.5213887061612428]	[0.9251703964918107, 0.9048845556288735]	[92.02315068493151, 87.27561643835617]	0.84	0.83	0.84	1
8d7u	1	4	0.6176457236731224	0.9400192	[0.6254844507248124, 0.4475408778145511]	[0.9120921518606365, 0.8849667129562111]	[91.34298701298702, 85.56077922077922]	0.83	0.83	0.84	1
8d7u	2	0	0.6227098210830907	0.9400192	[0.6035072180241059, 0.49844608715720506]	[0.9068931171861147, 0.8981947913629751]	[90.8716049382716, 86.82395061728396]	0.84	0.83	0.84	1
8d7u	2	1	0.6215447161647166	0.9400192	[0.6871519038113996, 0.5580924228055024]	[0.9305402251162395, 0.9145500136029298]	[92.2417808219178, 88.05082191780822]	0.84	0.82	0.84	1
8d7u	2	2	0.6283525070266446	0.95333044	[0.589290667528284, 0.4714159839365032]	[0.9025701094141809, 0.8892697285709914]	[90.657125, 86.3575]	0.84	0.83	0.84	1
8d7u	2	3	0.6278552885647232	0.95333044	[0.6877588815429437, 0.6000860033159102]	[0.9322478466411369, 0.9254377425053779]	[92.09946666666667, 88.8984]	0.83	0.82	0.84	1
8d7u	2	4	0.6263474722065878	0.95333044	[0.6805433264164343, 0.5598985602736599]	[0.928107450688795, 0.9152092243372688]	[92.19226666666668, 88.07]	0.83	0.82	0.84	1
8d7u	3	0	0.6166429454072191	0.9400192	[0.6865168996476407, 0.5213481400896744]	[0.9252797473433565, 0.9044422705682326]	[92.73811594202898, 87.31637681159418]	0.83	0.82	0.83	1
8d7u	3	1	0.6216540041592364	0.9400192	[0.6862685168299254, 0.5275049401563847]	[0.9275119086605937, 0.9076197848387465]	[92.50397260273971, 87.30027397260275]	0.83	0.82	0.84	1
8d7u	3	2	0.6292635958131436	0.95333044	[0.6990469841934336, 0.556687791762906]	[0.9312559870766961, 0.9140087553636314]	[92.69408450704225, 88.03859154929576]	0.77	0.79	0.8	1
8d7u	3	3	0.6297829147442846	0.95333044	[0.6596605972083369, 0.5192575429264681]	[0.9218853980494713, 0.9049436701838872]	[91.88871794871794, 87.16910256410257]	0.83	0.82	0.83	1
8d7u	3	4	0.6133483541454204	0.9400192	[0.6766695718324566, 0.520605612444727]	[0.9249114886693868, 0.9042859334409491]	[92.33957746478875, 87.296338028169]	0.83	0.82	0.83	1
8d7u	4	0	0.6222887232068479	0.9400192	[0.6354838311389642, 0.48942117140546454]	[0.9126370619602835, 0.8974257957019699]	[91.73702702702704, 86.45918918918919]	0.84	0.82	0.84	1
8d7u	4	1	0.6242439438964735	0.9400192	[0.662873984909505, 0.4978759577904942]	[0.9211257639558621, 0.8999642266534303]	[92.10702702702704, 86.62567567567567]	0.83	0.82	0.84	1
8d7u	4	2	0.6223738786888748	0.9400192	[0.6848873512675231, 0.5195467937654046]	[0.9278166743899572, 0.9066101938068684]	[92.412676056338, 87.02253521126761]	0.84	0.82	0.84	1
8d7u	4	3	0.6190212016075407	0.9400192	[0.6345723165672166, 0.500785469743508]	[0.9148221282660791, 0.9007772446766065]	[91.47714285714287, 86.68792207792207]	0.84	0.83	0.84	1
8d7u	4	4	0.6127202727772845	0.9400192	[0.6212875822254514, 0.46751287772101374]	[0.9114336876034776, 0.8919802113044852]	[91.22025000000001, 85.89975]	0.83	0.82	0.83	1
8d7u	5	0	0.6135091828619161	0.9400192	[0.5827682210817196, 0.4402293349388523]	[0.9019877843423441, 0.8828425581043635]	[90.41637499999999, 85.386875]	0.83	0.81	0.83	1
8d7u	5	1	0.6152972138225075	0.9400192	[0.6270343178197716, 0.4484305486460477]	[0.9101123979273488, 0.8840477152504785]	[91.61144736842104, 85.69565789473684]	0.83	0.82	0.83	1
8d7u	5	2	0.6198142842777489	0.9400192	[0.6674921593911421, 0.5093519046148761]	[0.9232010729634492, 0.9025268480341302]	[92.10436619718307, 86.93070422535212]	0.83	0.82	0.83	1
8d7u	5	3	0.622354074883636	0.9400192	[0.6519873575102721, 0.4866720018244033]	[0.918695310507787, 0.8954451112981039]	[91.86652777777778, 86.51569444444443]	0.83	0.81	0.83	1
8d7u	5	4	0.6301194561729297	0.95333044	[0.6642394780471551, 0.5252707761836014]	[0.9230239667633721, 0.9061742983681039]	[91.97805194805196, 87.33441558441557]	0.83	0.82	0.83	1
8dkt	1	0	0.6149658111219779	0.9400192	[0.4464969932005046, 0.5560562961959553]	[0.8716182335394327, 0.8687404689938725]	[86.81638297872341, 92.59563829787231]	0.86	0.82	0.84	1
8dkt	1	1	0.6126317526435083	0.9400192	[0.4445268592445384, 0.555075140129168]	[0.8710620068780884, 0.8682952211571073]	[86.76829787234041, 92.59574468085104]	0.86	0.82	0.84	1
8dkt	1	2	0.6118148495332992	0.9400192	[0.4377107346569484, 0.5509639470744607]	[0.8701565032885931, 0.8679993054043141]	[86.49826086956523, 92.42847826086958]	0.86	0.82	0.84	1
8dkt	1	3	0.6076427126130209	0.9400192	[0.45718918013309867, 0.5671535027756343]	[0.8773044535071647, 0.8750501875533631]	[86.80766666666665, 92.45811111111111]	0.86	0.82	0.84	1
8dkt	1	4	0.6144623938191062	0.9400192	[0.4412140450845462, 0.5542122790957112]	[0.8713513653233479, 0.8683081106782597]	[86.56494623655914, 92.55268817204302]	0.86	0.82	0.84	1
8dkt	2	0	0.6120151931820454	0.9400192	[0.4227028928096228, 0.5470219464816221]	[0.8659588961930617, 0.8671714199644392]	[86.10989247311826, 92.32548387096773]	0.86	0.82	0.83	1
8dkt	2	1	0.6110175247121623	0.9400192	[0.428785540390239, 0.5525366627396477]	[0.8680123544724404, 0.871034334770461]	[86.23453608247421, 92.18226804123714]	0.86	0.81	0.83	1
8dkt	2	2	0.6049687334993129	0.9400192	[0.4835607677785123, 0.5933998478466438]	[0.8865675385705696, 0.8895846013306898]	[87.2276086956522, 92.1713043478261]	0.86	0.82	0.83	1
8dkt	2	3	0.6131443951969299	0.9400192	[0.4116574629316875, 0.5387570696567446]	[0.8597724743149956, 0.8620543704678486]	[86.12085106382979, 92.46882978723407]	0.86	0.82	0.84	1
8dkt	2	4	0.6094542358783412	0.9400192	[0.4183611252615102, 0.5439621339351222]	[0.8639592884365163, 0.8651579008945233]	[86.07215053763441, 92.39129032258066]	0.86	0.82	0.83	1
8dkt	3	0	0.6116977233909243	0.9400192	[0.45623073437668693, 0.5693735949207678]	[0.877175062965841, 0.8774201497358272]	[86.77106382978725, 92.313829787234]	0.86	0.82	0.84	1
8dkt	3	1	0.6140393277032491	0.9400192	[0.42393311822038954, 0.5443720586982304]	[0.8648848140391926, 0.8638424359217056]	[86.2836842105263, 92.55200000000002]	0.86	0.82	0.84	1
8dkt	3	2	0.611244932337325	0.9400192	[0.43538900759751836, 0.5531417720537951]	[0.869742145956252, 0.8695431334387858]	[86.41602150537635, 92.36956989247311]	0.86	0.82	0.83	1
8dkt	3	3	0.6080766032017567	0.9400192	[0.4384662354744484, 0.5510462278654527]	[0.8700917252939461, 0.8689001568516461]	[86.54478260869567, 92.3366304347826]	0.86	0.82	0.84	1
8dkt	3	4	0.614220148687518	0.9400192	[0.437555529933968, 0.552004475859286]	[0.8704447388575679, 0.8693845551633004]	[86.4613829787234, 92.33148936170213]	0.86	0.82	0.83	1
8dkt	4	0	0.6168055925958543	0.9400192	[0.4158454808502162, 0.536221609879788]	[0.8613628482301214, 0.8614890205663347]	[86.19322916666665, 92.40489583333334]	0.86	0.82	0.84	1
8dkt	4	1	0.6075460669138221	0.9400192	[0.44156248608795945, 0.5528367257059672]	[0.8721490031593818, 0.8734069744895562]	[86.50414893617021, 91.94627659574466]	0.86	0.82	0.83	1
8dkt	4	2	0.6079195499565769	0.9400192	[0.4224737096581858, 0.5394682755518891]	[0.8651020536516584, 0.8643144008122353]	[86.18271739130435, 92.26184782608694]	0.86	0.82	0.83	1
8dkt	4	3	0.609987502428738	0.9400192	[0.4340706720491762, 0.5503127698932546]	[0.8677922649281138, 0.8682525152566585]	[86.53978723404256, 92.36999999999999]	0.86	0.82	0.84	1
8dkt	4	4	0.6012032410721985	0.93172991	[0.4621269514940841, 0.5730681400423588]	[0.8790657507182525, 0.8797564705020977]	[86.88695652173914, 92.24347826086958]	0.86	0.82	0.83	1
8dkt	5	0	0.6087390865124971	0.9400192	[0.46954857844558884, 0.5762682045120501]	[0.8800988378383614, 0.8802144617133891]	[87.16274725274725, 92.3465934065934]	0.86	0.82	0.84	1
8dkt	5	1	0.6144125900099918	0.9400192	[0.44183037768347494, 0.5591539466793823]	[0.8701222921687318, 0.8709570351090077]	[86.71978947368422, 92.50894736842108]	0.86	0.82	0.84	1
8dkt	5	2	0.603475755466636	0.9400192	[0.46215506513890364, 0.5699090011964291]	[0.8798094815825814, 0.8805588348730223]	[86.81494505494506, 92.01010989010987]	0.86	0.82	0.83	1
8dkt	5	3	0.6105745018978768	0.9400192	[0.4203251388455241, 0.5469433834363228]	[0.8629565084011187, 0.8643870788528951]	[86.2796842105263, 92.61905263157894]	0.86	0.82	0.84	1
8dkt	5	4	0.5964041419552502	0.93172991	[0.7127413044907542, 0.7317333051055539]	[0.9550769931286751, 0.9576102057053051]	[90.97086419753086, 91.54790123456789]	0.86	0.82	0.84	1
8dle	1	0	0.0552803886377731	0.63555449	[0.038179651614866306, 0.021304470037341105]	[0.442095900894134, 0.35004942617714896]	[81.12900000000002, 74.772]	0.82	0.44	0.53	1
8dle	1	1	0.0467429592918445	0.63555449	[0.02775276582909117, 0.015780432764246437]	[0.3725712474534008, 0.28346467965658956]	[82.41470588235295, 72.5729411764706]	0.81	0.34	0.45	1
8dle	1	2	0.1167956712140151	0.68635536	[0.06496660362766281, 0.0377694645215889]	[0.5035302352117372, 0.45003545362894853]	[87.53249999999998, 79.318]	0.82	0.48	0.55	1
8dle	1	3	0.0831723880223114	0.66728511	[0.03293469974098028, 0.018579263279388032]	[0.40423642446082225, 0.32661458612356753]	[82.891, 72.54650000000001]	0.8	0.34	0.44	1
8dle	1	4	0.087590333001872	0.66728511	[0.06473006800778354, 0.03346229227868701]	[0.5033760355847539, 0.42898092659948217]	[87.44916666666667, 78.70666666666666]	0.83	0.48	0.56	1
8dle	2	0	0.0774976813064205	0.66728511	[0.06075821169543242, 0.034358892346503085]	[0.4974343302387357, 0.4378281151164274]	[86.55636363636363, 78.08636363636363]	0.83	0.5	0.56	1
8dle	2	1	0.0912103436033912	0.66728511	[0.053699455669785935, 0.029081587466822333]	[0.4906656547721814, 0.41227158015169835]	[83.90384615384616, 76.35615384615386]	0.82	0.48	0.55	1
8dle	2	2	0.1094792441270936	0.68635536	[0.05285453656994147, 0.03232339887763043]	[0.47285615051188756, 0.41469479422549443]	[86.54944444444445, 80.07055555555556]	0.83	0.49	0.57	1
8dle	2	3	0.0619651196744444	0.63555449	[0.03889257177818723, 0.020934766879306777]	[0.4349885175675833, 0.3477255033845025]	[83.12625, 74.376875]	0.81	0.34	0.44	1
8dle	2	4	0.0985290946537891	0.66728511	[0.07406404722602757, 0.04394990968866473]	[0.5244046897788414, 0.4720762933563915]	[87.84055555555555, 80.65333333333334]	0.83	0.52	0.58	1
8dle	3	0	0.0795725217162009	0.66728511	[0.06071128265393049, 0.03585883213102566]	[0.500326421581772, 0.43914490053205857]	[86.0325, 79.4075]	0.83	0.5	0.57	1
8dle	3	1	0.0866704605680505	0.66728511	[0.06471518895290215, 0.0381253649533699]	[0.505172116771364, 0.4514092356377047]	[87.13133333333334, 79.40533333333333]	0.83	0.52	0.59	1
8dle	3	2	0.0941252616528909	0.66728511	[0.07923500775654067, 0.04535213551165785]	[0.5342681253415833, 0.48324015677996185]	[88.13266666666668, 79.80066666666667]	0.83	0.53	0.6	1
8dle	3	3	0.0894110189456423	0.66728511	[0.06983428121266219, 0.0413674468156648]	[0.5177348100618293, 0.4692394781805839]	[87.25000000000001, 79.12533333333333]	0.83	0.51	0.58	1
8dle	3	4	0.0726808632936919	0.66728511	[0.05723165746923031, 0.03277442017216681]	[0.4880062163287828, 0.4262249448399887]	[86.35909090909091, 78.43]	0.83	0.49	0.56	1
8dle	4	0	0.0787742801505612	0.66728511	[0.06079653817025325, 0.0362894296100387]	[0.49408252791700036, 0.44087521869948965]	[87.16300000000001, 79.527]	0.83	0.51	0.58	1
8dle	4	1	0.1218962754681374	0.70615739	[0.06730691424628227, 0.04036296654613791]	[0.5071183933444742, 0.4647350051697737]	[87.97333333333334, 79.06250000000001]	0.83	0.52	0.59	1
8dle	4	2	0.0976462230141295	0.66728511	[0.05229516149635862, 0.032820887773381456]	[0.4667673811081909, 0.42109385469670385]	[87.32846153846154, 79.43999999999998]	0.83	0.5	0.58	1
8dle	4	3	0.0890810834170883	0.66728511	[0.07220906174798578, 0.041381496794194346]	[0.5187959897355268, 0.4691874010894663]	[88.04909090909089, 79.14545454545454]	0.84	0.52	0.59	1
8dle	4	4	0.1119808948889531	0.68635536	[0.07253947775356517, 0.04433536531845117]	[0.5218497923767755, 0.47686621772632926]	[87.66647058823528, 80.12823529411764]	0.84	0.53	0.6	1
8dle	5	0	0.1091191421060481	0.68635536	[0.07514665667301695, 0.04493255404849802]	[0.5260630896189529, 0.47880817429369465]	[87.98166666666665, 80.23777777777778]	0.83	0.52	0.58	1
8dle	5	1	0.0991085287002459	0.66728511	[0.0829330636245466, 0.046037259063863537]	[0.5396049692500371, 0.48882000071899834]	[88.54142857142858, 79.36571428571429]	0.83	0.52	0.59	1
8dle	5	2	0.1104186822529197	0.68635536	[0.08082583328335816, 0.047572012253890766]	[0.5376333152892482, 0.4891233793374427]	[88.14105263157894, 80.35473684210527]	0.83	0.53	0.59	1
8dle	5	3	0.1024603711542262	0.68635536	[0.06615764903424046, 0.03765855652638729]	[0.5074014126285817, 0.45054113701323106]	[87.40875, 79.125625]	0.83	0.52	0.59	1
8dle	5	4	0.108248320974629	0.68635536	[0.07033898430106432, 0.04151921561047881]	[0.5155624172362769, 0.4649202369710781]	[87.82952380952383, 79.98380952380954]	0.83	0.52	0.59	1
8egw	1	0	0.458740222071986	0.88570037	[0.07386947874795559, 0.08547594943608763]	[0.5724306776161039, 0.5947007871379602]	[80.40123287671233, 81.1078082191781]	0.4	0.42	0.44	1
8egw	1	1	0.4453615531601271	0.87822061	[0.09469910916452336, 0.1192278822717693]	[0.6161961318025369, 0.6435766684639206]	[80.7991935483871, 82.81193548387095]	0.41	0.43	0.45	1
8egw	1	2	0.46355572204895	0.88570037	[0.0883984046568341, 0.10058101385648549]	[0.6051482712878028, 0.624343634177855]	[80.54926470588235, 81.21014705882352]	0.4	0.43	0.45	1
8egw	1	3	0.4609004934065439	0.88570037	[0.07760244140888638, 0.0914660519208058]	[0.5845319004189911, 0.6068171506010933]	[80.01463768115941, 81.17985507246377]	0.4	0.43	0.45	1
8egw	1	4	0.4632279828708505	0.88570037	[0.07457842045280207, 0.08854073577347318]	[0.5764922414736653, 0.6032464331575409]	[80.085875, 80.843625]	0.41	0.43	0.45	1
8egw	2	0	0.4824874097924809	0.8919553	[0.0977228926946504, 0.10458990212028926]	[0.6186976445865832, 0.634194533269627]	[81.24352941176473, 80.88573529411764]	0.41	0.43	0.45	1
8egw	2	1	0.464080436448644	0.88570037	[0.08318543901092303, 0.10543924358151478]	[0.5987055490976833, 0.6253536570674435]	[79.87802816901409, 82.22605633802816]	0.41	0.43	0.45	1
8egw	2	2	0.4785032943475781	0.8919553	[0.09828422248790755, 0.11694452030417953]	[0.6179607578651706, 0.6402922519484604]	[81.48114285714287, 82.7747142857143]	0.41	0.43	0.45	1
8egw	2	3	0.4792617103919024	0.8919553	[0.09599796334581441, 0.11205090620540889]	[0.6109404228148668, 0.6324500407098035]	[81.83261538461538, 82.76876923076924]	0.41	0.44	0.46	1
8egw	2	4	0.4827466530579238	0.8919553	[0.09412038622076718, 0.10061455108374595]	[0.6133095297957006, 0.6271309217390246]	[81.02785714285714, 80.85728571428571]	0.41	0.43	0.45	1
8egw	3	0	0.4581023113946211	0.88570037	[0.09713744997835862, 0.11516578524722469]	[0.6222857359990877, 0.6414426020532193]	[80.62848484848486, 82.2610606060606]	0.41	0.41	0.44	1
8egw	3	1	0.4578285615543538	0.88570037	[0.0904256402374761, 0.09704037127288785]	[0.6081339699022016, 0.6178614533570485]	[80.71888888888887, 81.18126984126985]	0.4	0.42	0.45	1
8egw	3	2	0.4572583922647357	0.88570037	[0.08335017161495659, 0.09627770975567174]	[0.5977968894191079, 0.6118286048145175]	[80.0495714285714, 81.78599999999999]	0.4	0.42	0.45	1
8egw	3	3	0.4613067169915444	0.88570037	[0.1028251346997254, 0.10963122209819255]	[0.6312652510699808, 0.640047516868627]	[80.85104477611941, 81.2661194029851]	0.41	0.42	0.45	1
8egw	3	4	0.4662326854556193	0.88570037	[0.09313726829502295, 0.10266694834995237]	[0.607569925492209, 0.6219963744297824]	[81.53117647058824, 82.01823529411762]	0.4	0.42	0.44	1
8egw	4	0	0.4771833930503955	0.88570037	[0.07405717035254382, 0.08141160128793276]	[0.5765068772876567, 0.5896461491945669]	[79.89946666666667, 80.5516]	0.41	0.42	0.45	1
8egw	4	1	0.4457860520339736	0.87822061	[0.11395028315176649, 0.13013950332356233]	[0.6496567701293662, 0.6640776304395938]	[80.9715, 82.27916666666664]	0.41	0.43	0.45	1
8egw	4	2	0.468748110192334	0.88570037	[0.09725814873592743, 0.1080426852167329]	[0.6214170009342905, 0.6346359449496517]	[80.77153846153847, 81.60861538461538]	0.41	0.43	0.45	1
8egw	4	3	0.4279531882086391	0.87822061	[0.11618690275637297, 0.1310518349464816]	[0.6508418002662977, 0.6703222407997738]	[81.2803448275862, 81.67310344827587]	0.4	0.42	0.44	1
8egw	4	4	0.4672163425443953	0.88570037	[0.08160650841341405, 0.10038037863724658]	[0.5938515158737278, 0.620827532879142]	[80.04216216216217, 81.62121621621623]	0.41	0.42	0.45	1
8egw	5	0	0.4996270725067719	0.90043139	[0.08945927978218993, 0.09807361331371565]	[0.6039673589933467, 0.6115747392187302]	[81.0061038961039, 82.27870129870132]	0.41	0.43	0.45	1
8egw	5	1	0.479201717800279	0.8919553	[0.08782428006891409, 0.09570832162107128]	[0.6041919769860139, 0.6137577429436661]	[80.51333333333334, 81.38226666666667]	0.41	0.42	0.45	1
8egw	5	2	0.4587085158495243	0.88570037	[0.09585135613489239, 0.1046233248960904]	[0.6175000403906042, 0.6275864867393093]	[80.92575757575759, 81.7451515151515]	0.41	0.42	0.44	1
8egw	5	3	0.4715268890649615	0.88570037	[0.10182280029767439, 0.11570917020063719]	[0.626887414637475, 0.640005979133845]	[81.17809523809524, 82.55809523809523]	0.4	0.43	0.45	1
8egw	5	4	0.4932921637857468	0.8919553	[0.07742021113986909, 0.08692099675859873]	[0.5796608312138041, 0.5938548176474034]	[80.6255844155844, 81.65103896103895]	0.4	0.43	0.45	1
