clean_query	multimer_frac_tm0.0	multimer_frac_tm0.6	multimer_frac_tm0.9	multimer_frac_tm0.8	multimer_frac_tm0.1	multimer_frac_tm0.2	multimer_frac_tm0.3	multimer_frac_tm0.4	multimer_frac_tm0.5	multimer_frac_tm0.7	hm_frac_tm0.0	hm_frac_tm0.6	hm_frac_tm0.9	hm_frac_tm0.8	hm_frac_tm0.5	hm_frac_tm0.4	hm_frac_tm0.1	hm_frac_tm0.2	hm_frac_tm0.3	hm_frac_tm0.7	highest_match_all_hits	highest_tm_all_hits	stoich_all_hits	highest_match_multimers	highest_tm_multimers	stoich_multimers	highest_match_homomultimers	highest_tm_homomultimers	category	stoich_homomultimers	max_iptm	min_iptm	avg_iptm	max_rc	min_rc	avg_rc	pdbid_x	structural_consensus	correct_result	pdbid_y	num_contacts_with_max_n_models	num_unique_contacts	mean_contacts_across_predictions	min_contacts_across_predictions	best_num_residue_contacts	best_if_residues	best_plddt_max	best_pae_min	best_contact_score_max	ID	buried_apolar_area	buried_polar_area	total_interaction_area	fraction_buried_apolar_area	fraction_buried_polar_area
7q71	0.8787	0.8787	0.0	0.9714	0.8787	0.8787	0.8787	0.8787	0.8787	0.9118	0.2885	0.2885	0.0	0.7714	0.2885	0.2885	0.2885	0.2885	0.2885	0.2962	8dvb-assembly1_B	0.8124	homodimer	8dvb-assembly1_B	0.8124	homodimer	8dvb-assembly1_B	0.8124	monomer	homodimer	0.91746175	0.25809893	0.7446790900000001	0.920668201150899	0.3249663840010597	0.7645799986737575	7q71	0.8326241333333333	0	7q71	2.0	144.0	58.0	4.0	78.0	60.0	98.0	1.1033566	916.0	7q71	1405.7632	986.5040000000002	2392.2668	0.5876281023504569	0.4123720648549737
7qa1	0.3399	0.6667	0.0	1.0	0.3399	0.3362	0.2665	0.2526	0.2232	0.625	0.2063	0.3333	0.0	0.4	0.113	0.1352	0.2063	0.2031	0.1462	0.25	5g37-assembly1_B	0.8921	heterodimer	5g37-assembly1_B	0.8921	heterodimer	3wa1-assembly1_A-2	0.8315	homodimer	homomultimer	0.7854638	0.11616446	0.22980463916	0.7941592988627738	0.19293814777957	0.2940260984517572	7qa1	0.5936346	1	7qa1	72.0	105.0	14.0	0.0	83.0	63.0	95.0	1.9913344	548.0	7qa1	1644.8775999999998	1379.024399999999	3023.900000000001	0.5439589933529545	0.4560416680445778
7qaa_A	0.8103	0.8103	0.0	0.9333	0.8103	0.8103	0.8103	0.8103	0.8103	0.8086	0.3554	0.3554	0.0	0.4233	0.3554	0.3554	0.3554	0.3554	0.3554	0.3587	2ewp-assembly1_B	0.8855	homodimer	2ewp-assembly1_B	0.8855	homodimer	2ewp-assembly1_B	0.8855	neg_heterodimer	homodimer	0.86106324	0.11978535	0.7553090523999999	0.8643627029977841	0.1902420770820322	0.7627674835760968	7qaa_A	0.7785579833333333	0	7qaa_A	49.0	196.0	65.0	0.0	66.0	56.0	99.0	1.1065301	951.0	7qaa_A	1632.5004	908.3303999999998	2540.8268	0.6425075491174762	0.3574940251732231
7qaa_B	0.709	0.709	0.0714	0.7036	0.709	0.709	0.709	0.709	0.709	0.7086	0.3161	0.3161	0.0714	0.3032	0.3161	0.3161	0.3161	0.3161	0.3161	0.3166	5k13-assembly1	0.9502	monomer	6eu9-assembly1_A-2	0.9033	homodimer	6eu9-assembly1_A-2	0.9033	neg_heterodimer	homodimer	0.8708315	0.27584392	0.6662961991999999	0.8789651775574957	0.3412502561198614	0.6938695063346266	7qaa_B	0.9763183833333332	0	7qaa_B	1.0	90.0	47.0	0.0	68.0	58.0	96.0	1.4752463	913.0	7qaa_B	1348.8556	1025.4308	2374.2863999999995	0.5681098960934116	0.4318901039065885
7qcn	0.6889	0.6667	0.0	0.0	0.6889	0.6966	0.7333	0.7586	0.6818	0.0	0.3306	0.0952	0.0	0.0	0.1364	0.2414	0.3306	0.3591	0.2333	0.0	7prl-assembly1	0.6993	monomer	6tm2-assembly1_C-3	0.6287	heteromultimer_3_or_more_copies	7pov-assembly1_D-14	0.6148	homodimer	homomultimer	0.7427554	0.6577085	0.6908179188	0.7459782912686165	0.6579850094271442	0.6937284937225873	7qcn	0.9691742	1	7qcn	102.0	252.0	154.0	137.0	145.0	124.0	95.0	1.2291932	1035.0	7qcn	3063.3384	1863.6696	4927.0092	0.6217439983672042	0.3782557580773343
7qd0	0.7819	0.093	0.0	0.0	0.7819	0.7804	0.7884	0.7903	0.7699	0.0	0.6914	0.093	0.0	0.0	0.7209	0.7285	0.6914	0.6916	0.7179	0.0	7ekr-assembly2	0.9661	monomer	6s5l-assembly1_E	0.6526	homomultimer	6s5l-assembly1_E	0.6526	homodimer	homomultimer	0.68680775	0.11571572	0.2120163494	0.7044685793309742	0.1812731610719991	0.2662739361814928	7qd0	0.4900995833333333	1	7qd0	110.0	234.0	19.0	0.0	145.0	109.0	90.0	2.7738328	495.0	7qd0	1994.9432	1555.5551999999998	3550.497999999999	0.5618770099293113	0.4381231027309409
7qf8	0.6421	0.455	0.0	0.0	0.6421	0.6421	0.6431	0.6545	0.539	0.4074	0.386	0.3964	0.0	0.0	0.4481	0.38	0.386	0.386	0.3852	0.3386	7qfd-assembly1	0.9611	monomer	3lsm-assembly1_B	0.7975	homomultimer	3lsm-assembly1_B	0.7975	monomer	homomultimer	0.46687272	0.16419931	0.1996404788	0.512111825148652	0.2404830877495347	0.271771525743506	7qf8	0.7455150166666666	0	7qf8	24.0	44.0	3.0	0.0	40.0	39.0	86.0	10.316286	140.0	7qf8	956.1804000000002	1052.7920000000004	2008.9728	0.4759548760441159	0.5240449248491571
7qfo	0.4331	0.3684	0.0	0.9375	0.4331	0.4279	0.4071	0.3984	0.4521	0.7037	0.3404	0.3579	0.0	0.9375	0.3473	0.322	0.3404	0.3436	0.3301	0.6852	8wwo-assembly2_B	0.8817	homodimer	8wwo-assembly2_B	0.8817	homodimer	8wwo-assembly2_B	0.8817	homodimer	homodimer	0.8386698	0.7503022	0.7973552291999999	0.8462739372156995	0.7674917377957657	0.8093327967669991	7qfo	0.9897781333333332	1	7qfo	64.0	260.0	139.0	110.0	136.0	104.0	93.0	1.5883889	1090.0	7qfo	2944.6024	2169.4664	5114.0672	0.5757848469413933	0.424215465921136
7qga	0.7081	0.1795	0.0	0.2222	0.7081	0.7039	0.7831	0.6321	0.2885	0.1818	0.6066	0.1795	0.0	0.2222	0.2115	0.566	0.6066	0.6156	0.7149	0.1818	3ztv-assembly1_A-2	0.8491	homodimer	3ztv-assembly1_A-2	0.8491	homodimer	3ztv-assembly1_A-2	0.8491	homodimer	homodimer	0.63982046	0.523944	0.5945859416	0.6432747215483673	0.5284496705703513	0.5982541047015091	7qga	0.7107704499999999	1	7qga	61.0	94.0	74.0	67.0	73.0	60.0	96.0	1.4264548	1256.0	7qga	1847.1056000000003	966.9147999999996	2814.0212	0.6563936334239416	0.3436060822853785
7qjn	0.3281	0.2733	0.0	0.5833	0.3281	0.3281	0.3281	0.3281	0.325	0.418	0.2302	0.265	0.0	0.5833	0.2297	0.2302	0.2302	0.2302	0.2302	0.4098	7v8u-assembly1	0.8655	monomer	7q4h-assembly1_B	0.8591	homodimer	7q4h-assembly1_B	0.8591	monomer	homodimer	0.64310217	0.105076276	0.1892311072	0.6733705874031499	0.1887610906800284	0.2631495148330874	7qjn	0.6381075166666667	0	7qjn	3.0	72.0	4.0	0.0	51.0	37.0	86.0	3.8092136	341.0	7qjn	1185.9979999999998	882.6188000000002	2068.6152	0.5733294428079229	0.4266713306563735
7qk4_A	0.8877	0.9055	0.0303	0.5132	0.8877	0.8877	0.8877	0.8877	0.8876	0.9045	0.0036	0.0037	0.0	0.0197	0.0036	0.0036	0.0036	0.0036	0.0036	0.0038	6yvj-assembly2	0.9839	monomer	8eqv-assembly1_E	0.9618	heteromultimer_1_copy	8f93-assembly1_A	0.8323	neg_heterodimer	homodimer	0.1603623	0.12006343	0.1333299314	0.2399696304869996	0.2036078671762489	0.2156502548411174	7qk4_A	0.6755247	0	7qk4_A	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7qk4_A	1224.366	1192.0551999999998	2416.4232	0.5066852528149871	0.4933139195154226
7qlg	0.7653	0.8627	0.9655	0.9524	0.7653	0.7639	0.6917	0.8544	0.8627	0.8614	0.6036	0.8627	0.9655	0.9524	0.8627	0.8544	0.6036	0.6071	0.6139	0.8614	3ox4-assembly1_B	0.9686	homodimer	3ox4-assembly1_B	0.9686	homodimer	3ox4-assembly1_B	0.9686	homodimer	homodimer	0.934382	0.92017853	0.9303826216	0.9364124375404692	0.9227793635442232	0.9324764221595214	7qlg	0.9992916	1	7qlg	71.0	95.0	79.0	75.0	83.0	68.0	99.0	0.8032731	1738.0	7qlg	1719.4452	782.5756	2502.0188000000003	0.6872231335751754	0.3127776657793298
7qpl	0.59	0.6377	0.0	0.0	0.59	0.5888	0.5798	0.5566	0.6129	0.375	0.4602	0.6304	0.0	0.0	0.6065	0.5023	0.4602	0.4615	0.4509	0.375	8q4s-assembly1	0.9974	monomer	1l7o-assembly3_B	0.7858	homodimer	1l7o-assembly3_B	0.7858	monomer	homodimer	0.17188877	0.0959443	0.12733915316	0.2429540150165858	0.1768181305301706	0.2048237990373632	7qpl	0.6010916000000001	0	7qpl	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7qpl	1208.2539999999997	1141.1711999999998	2349.4256	0.5142763405659664	0.4857234891796531
7qrw	0.5585	0.3872	0.0769	0.0571	0.5585	0.5568	0.5642	0.5656	0.5423	0.1325	0.1871	0.0885	0.0769	0.0571	0.1866	0.1932	0.1871	0.1878	0.1913	0.0855	7b96-assembly1	0.9837	monomer	8j72-assembly1_B	0.9249	homodimer	8j72-assembly1_B	0.9249	monomer	homodimer	0.17590538	0.10458514	0.12296944692	0.252921991459222	0.1890978340557792	0.2053350337600639	7qrw	0.6241161833333334	0	7qrw	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7qrw	1456.8428000000004	1224.9628	2681.8048	0.5432322292808188	0.4567680690257546
7qsr	0.4497	0.0	0.0	0.0	0.4497	0.4497	0.4489	0.4194	0.0303	0.0	0.2896	0.0	0.0	0.0	0.0303	0.3036	0.2896	0.2896	0.2929	0.0	7jpt-assembly1_A	0.8025	monomer	8hbc-assembly1_B	0.5739	homodimer	8hbc-assembly1_B	0.5739	monomer	homodimer	0.4834884	0.2279931	0.3021141724	0.4865458425447326	0.2686017972416075	0.335126972073224	7qsr	0.5664163833333333	0	7qsr	31.0	174.0	17.0	0.0	108.0	101.0	82.0	5.2575135	185.0	7qsr	3695.250800000001	2648.3688	6343.622800000003	0.5825142692910429	0.4174852262653446
7qty	0.3645	0.1805	0.0	0.1053	0.3645	0.3609	0.3295	0.1889	0.1699	0.1619	0.2187	0.0977	0.0	0.1053	0.0962	0.1084	0.2187	0.218	0.1879	0.081	7qu0-assembly1	0.999	monomer	4eh1-assembly1_A	0.8199	homodimer	4eh1-assembly1_A	0.8199	monomer	homodimer	0.38927218	0.15487581	0.2159047232	0.4455372640646966	0.2345638948357014	0.2884194127016421	7qty	0.6537715166666667	0	7qty	2.0	30.0	3.0	0.0	15.0	20.0	79.0	10.469411	93.0	7qty	1011.5916	617.6496	1629.2407999999996	0.620897537061434	0.3791027084516912
7qug	0.9677	0.9677	1.0	0.9879	0.9677	0.9677	0.9677	0.9677	0.9677	0.9629	0.9202	0.9202	0.9677	0.9717	0.9202	0.9202	0.9202	0.9202	0.9202	0.9536	6qp3-assembly1_A	0.9422	homodimer	6qp3-assembly1_A	0.9422	homodimer	6qp3-assembly1_A	0.9422	homodimer	homodimer	0.9449414	0.9321203	0.9396145756	0.9455750230352716	0.9328928492034188	0.9403596870704226	7qug	0.9977784333333334	1	7qug	151.0	190.0	171.0	160.0	177.0	124.0	99.0	0.9185131	793.0	7qug	3247.014	1722.0671999999995	4969.0804	0.6534436432141447	0.346556517781439
7qul	0.9286	0.9362	1.0	0.9571	0.9286	0.9286	0.9284	0.9267	0.9364	0.9362	0.9171	0.9286	1.0	0.9514	0.9288	0.9149	0.9171	0.9171	0.9169	0.9286	6iqd-assembly2_H	0.9085	homomultimer	6iqd-assembly2_H	0.9085	homomultimer	6iqd-assembly2_H	0.9085	homodimer	homomultimer	0.9461502	0.93828154	0.9420291468	0.9467513796450514	0.94012237859177	0.942990873859989	7qul	0.9993618	1	7qul	122.0	139.0	131.0	126.0	135.0	86.0	99.0	0.85258466	1335.0	7qul	2396.1256	1330.7931999999998	3726.9208	0.6429236703929957	0.3570757929709694
7qxo	0.3838	0.1014	0.0	0.0	0.3838	0.3797	0.2866	0.2111	0.1763	0.0196	0.2542	0.0821	0.0	0.0	0.1185	0.1439	0.2542	0.2542	0.1759	0.0196	6mnj-assembly1	0.9877	monomer	8du5-assembly1_A	0.7052	homodimer	8du5-assembly1_A	0.7052	homodimer	homodimer	0.93292594	0.9119778	0.9244738664	0.9364510402036372	0.9171937240553112	0.9285573665466552	7qxo	0.9965267	1	7qxo	81.0	201.0	126.0	117.0	138.0	99.0	98.0	0.9705438	1009.0	7qxo	1547.3971999999997	1503.4031999999995	3050.8016	0.5072100394860157	0.4927895671747386
7r09	0.8692	0.844	1.0	1.0	0.8692	0.8708	0.8953	0.8908	0.8903	1.0	0.715	0.8257	1.0	1.0	0.8387	0.8046	0.715	0.7273	0.7801	1.0	6iau-assembly1_B	0.9221	homodimer	6iau-assembly1_B	0.9221	homodimer	6iau-assembly1_B	0.9221	homodimer	homodimer	0.9272031	0.91259944	0.9190254896	0.9286357900584056	0.9144720799536672	0.920466062959521	7r09	0.9823226833333334	1	7r09	93.0	173.0	134.0	121.0	155.0	104.0	98.0	0.9372269	1481.0	7r09	2499.2756	1121.0208000000005	3620.297600000001	0.6903508706024608	0.309648797933076
7r25	0.417	0.3019	0.0727	0.0727	0.417	0.417	0.4183	0.4026	0.382	0.0746	0.3851	0.283	0.0727	0.0727	0.3608	0.3818	0.3851	0.3851	0.3863	0.0746	7r1k-assembly1	0.9824	monomer	2qxt-assembly3_B-2	0.9798	homodimer	2qxt-assembly3_B-2	0.9798	monomer	homodimer	0.3147422	0.15567918	0.2045084424	0.3773159234584854	0.2341296192347398	0.2781107628818859	7r25	0.6424173999999999	0	7r25	2.0	159.0	13.0	0.0	32.0	26.0	82.0	12.621045	144.0	7r25	847.0191999999998	422.57880000000034	1269.5988000000004	0.6671550099133675	0.3328443599663139
7r2t_A	0.5185	0.161	0.0	0.1477	0.5185	0.5185	0.5147	0.4978	0.511	0.1638	0.1336	0.161	0.0	0.1477	0.1403	0.1328	0.1336	0.1336	0.135	0.1638	7eq7-assembly1	0.8778	monomer	6tu2-assembly2_A	0.8568	homomultimer	6tu2-assembly2_A	0.8568	neg_heterodimer	homomultimer	0.17403716	0.13384315	0.1534319771999999	0.2323032537473028	0.1961804210246351	0.2135220795798336	7r2t_A	0.6121534	0	7r2t_A	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7r2t_A	3132.2524	2644.7416000000003	5776.9952	0.5421940457904483	0.4578057464891091
7r3g	0.7267	0.9846	0.0	1.0	0.7267	0.7266	0.7575	0.8298	0.8478	0.95	0.2792	0.9077	0.0	1.0	0.7754	0.766	0.2792	0.2805	0.7052	0.75	6cc0-assembly1_A	0.8689	homodimer	6cc0-assembly1_A	0.8689	homodimer	6cc0-assembly1_A	0.8689	homodimer	homodimer	0.905852	0.8819634	0.8935500623999999	0.9060071092633264	0.8824574283878739	0.8939974065061851	7r3g	0.9958075	1	7r3g	85.0	149.0	114.0	106.0	116.0	94.0	99.0	0.8704595	1178.0	7r3g	2363.6736	1855.6016	4219.2728	0.5602087639367619	0.4397918048816374
7r6g	0.2116	0.1988	0.0299	0.1235	0.2116	0.2116	0.2119	0.2159	0.2159	0.149	0.1953	0.1818	0.0224	0.1103	0.1993	0.1993	0.1953	0.1953	0.1956	0.1308	7myl-assembly1_D-2	0.9554	homodimer	7myl-assembly1_D-2	0.9554	homodimer	7myl-assembly1_D-2	0.9554	homodimer	homodimer	0.9301082	0.59743774	0.9016598556	0.932392315570034	0.631525981876925	0.906520223771108	7r6g	0.9378429333333334	1	7r6g	65.0	161.0	75.0	65.0	76.0	56.0	99.0	0.9093563	924.0	7r6g	1226.3952	728.6451999999997	1955.0404	0.6272991596490793	0.3727008403509205
7r7m	0.8947	0.9159	0.0	0.9265	0.8947	0.8947	0.8974	0.8974	0.899	0.9217	0.885	0.9159	0.0	0.9265	0.899	0.8955	0.885	0.885	0.8955	0.9217	7r9b-assembly1_A-2	0.8952	homodimer	7r9b-assembly1_A-2	0.8952	homodimer	7r9b-assembly1_A-2	0.8952	homodimer	homodimer	0.92588544	0.91741264	0.921865812	0.9252916309525888	0.9173060489982968	0.9215679645793744	7r7m	0.9966578666666668	1	7r7m	118.0	143.0	130.0	125.0	135.0	82.0	99.0	0.8663233	1234.0	7r7m	1948.3024	1189.424	3137.7268	0.6209279915638288	0.3790718809553464
7r8w_A	0.5609	0.7661	0.0	0.4667	0.5609	0.5609	0.5558	0.5566	0.7603	0.7814	0.0816	0.0848	0.0	0.0	0.0826	0.0613	0.0816	0.0816	0.068	0.0896	2hdv-assembly2	0.9095	monomer	6way-assembly1_A	0.8155	heterodimer	3us4-assembly2_A	0.7941	neg_heterodimer	homodimer	0.7515589	0.06895037	0.25495431184	0.7068106053630572	0.1520701837015471	0.3102359327236557	7r8w_A	0.5551444	0	7r8w_A	3.0	219.0	26.0	0.0	135.0	80.0	95.0	1.2143159	820.0	7r8w_A	835.2248000000001	600.8424	1436.0696000000005	0.5816046798845961	0.4183936488872126
7r9n	0.4114	0.41	0.4286	0.3697	0.4114	0.4114	0.4114	0.4114	0.411	0.3706	0.2024	0.2053	0.4286	0.2941	0.2019	0.2024	0.2024	0.2024	0.2024	0.1707	8fh4-assembly2	0.9546	monomer	8fjz-assembly3_E-2	0.9457	homodimer	8fjz-assembly3_E-2	0.9457	homodimer	homodimer	0.8688992	0.23463579	0.7703192944	0.8516145755017668	0.2989323499183001	0.7573222019252285	7r9n	0.8317803333333335	1	7r9n	106.0	199.0	121.0	0.0	153.0	114.0	97.0	0.9508517	1303.0	7r9n	3084.0440000000003	1305.2936	4389.338400000001	0.7026216069373917	0.2973782108027943
7rb4	0.4078	0.1818	0.0	0.0	0.4078	0.3765	0.6875	0.64	0.25	0.2222	0.2291	0.1818	0.0	0.0	0.25	0.6	0.2291	0.2412	0.6562	0.2222	7ri3-assembly2	0.8434	monomer	9biw-assembly1_A	0.7498	homodimer	9biw-assembly1_A	0.7498	monomer	homodimer	0.19896159	0.15157382	0.1652313776	0.2149046860372493	0.1734143768325325	0.1849309819174064	7rb4	0.40683275	0	7rb4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7rb4	4344.002399999999	1892.124	6236.1276	0.6965865162861644	0.3034132912867273
7rdf	0.4122	0.3768	0.0	0.303	0.4122	0.4122	0.4103	0.3979	0.3462	0.4086	0.3478	0.3169	0.0	0.1616	0.3115	0.3298	0.3478	0.3478	0.3457	0.3226	6pld-assembly1	0.998	monomer	4ysh-assembly1_A	0.8826	homomultimer	4ysh-assembly1_A	0.8826	monomer	homomultimer	0.39095503	0.13847262	0.2251104876	0.4454977881970192	0.2202085910186482	0.2975855923921495	7rdf	0.7271666833333333	0	7rdf	8.0	29.0	4.0	0.0	22.0	20.0	83.0	9.558992	312.0	7rdf	974.6064	1054.6563999999998	2029.2628	0.4802760884396048	0.5197239115603952
7rg8_B	0.8605	0.0	0.0	0.0	0.8605	0.8571	1.0	0.0	0.0	0.0	0.1628	0.0	0.0	0.0	0.0	0.0	0.1628	0.1429	0.0	0.0	4ioa-assembly1_I	0.3645	heteromultimer_1_copy	4ioa-assembly1_I	0.3645	heteromultimer_1_copy	4bri-assembly1_B	0.2854	neg_heterodimer	homodimer	0.15469553	0.10196202	0.12506778684	0.1832662007131706	0.1265650495599903	0.1489406743001186	7rg8_B	0.4151508666666666	0	7rg8_B	13.0	13.0	1.0	0.0	9.0	8.0	53.0	9.7882	207.0	7rg8_B	1519.5559999999998	866.6208	2386.1788	0.6368156485172024	0.3631835133226395
7rgf	0.6074	0.4153	1.0	1.0	0.6074	0.6082	0.5527	0.5307	0.5232	0.6364	0.2809	0.3136	1.0	1.0	0.4008	0.3712	0.2809	0.2766	0.3162	0.6364	5szo-assembly1_A	0.9149	homodimer	5szo-assembly1_A	0.9149	homodimer	5szo-assembly1_A	0.9149	homodimer	homodimer	0.77979624	0.75252306	0.7658977356	0.781630250729848	0.7566693817071464	0.7688258628110098	7rgf	0.9864984333333332	1	7rgf	88.0	153.0	122.0	109.0	131.0	117.0	95.0	1.6371	1107.0	7rgf	2613.1072000000004	1766.4068	4379.513200000002	0.5966661317518118	0.4033340509168917
7riz	0.6026	0.2628	0.0	0.0294	0.6026	0.6026	0.6035	0.4932	0.4531	0.0656	0.3173	0.0444	0.0	0.0294	0.1579	0.1605	0.3173	0.3173	0.3178	0.0656	7ris-assembly1	0.9718	monomer	3g4h-assembly1_A	0.8138	homodimer	3g4h-assembly1_A	0.8138	monomer	homodimer	0.9369538	0.92731476	0.9315602136	0.9399218577752284	0.9310156924022694	0.934887045343349	7riz	0.9993139	0	7riz	100.0	143.0	120.0	114.0	125.0	90.0	99.0	0.93891907	1453.0	7riz	1864.1208	1733.6159999999995	3597.74	0.5181366079816775	0.4818625025710584
7rl2	0.1942	0.1942	0.0228	0.1953	0.1942	0.1942	0.1942	0.1942	0.1942	0.1923	0.1797	0.1797	0.0228	0.1803	0.1797	0.1797	0.1797	0.1797	0.1797	0.1778	8vz7-assembly1	0.9991	monomer	3ua5-assembly3_B-2	0.9594	homodimer	3ua5-assembly3_B-2	0.9594	monomer	homodimer	0.26468858	0.18183509	0.2177447484	0.3295481023593257	0.2519758462221649	0.2860048209142184	7rl2	0.6999317166666666	0	7rl2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7rl2	1996.9816000000003	402.97840000000014	2399.9607999999994	0.8320892574578721	0.1679104092033504
7rm6	0.9188	0.9218	0.9487	0.951	0.9188	0.9188	0.9248	0.9246	0.9233	0.9207	0.9091	0.9116	0.9487	0.9412	0.9133	0.9148	0.9091	0.9091	0.915	0.9103	8eiw-assembly1_B-2	0.9994	homodimer	8eiw-assembly1_B-2	0.9994	homodimer	8eiw-assembly1_B-2	0.9994	homodimer	homodimer	0.92683685	0.91809815	0.9233351252	0.9297610502793564	0.9212579951969844	0.926316244607936	7rm6	0.9989094	1	7rm6	126.0	148.0	131.0	128.0	136.0	94.0	99.0	0.8620678	1500.0	7rm6	2056.4600000000005	1302.9852	3359.447200000001	0.6121423786627752	0.3878570260011825
7rm9	0.9733	0.9732	1.0	0.9936	0.9733	0.9733	0.9733	0.9732	0.9732	0.9905	0.9703	0.9702	1.0	0.9904	0.9702	0.9702	0.9703	0.9703	0.9703	0.9874	5a1t-assembly1_A-2	0.963	homodimer	5a1t-assembly1_A-2	0.963	homodimer	5a1t-assembly1_A-2	0.963	homodimer	homodimer	0.9129211	0.8967797	0.9059076132	0.9158586181717072	0.9020819125212078	0.90998228569453	7rm9	0.9995616666666668	1	7rm9	114.0	149.0	130.0	120.0	136.0	98.0	97.0	1.2502906	1026.0	7rm9	2207.8308	1524.0500000000002	3731.880400000001	0.5916134932941578	0.408386613890413
7rom	0.3984	0.2267	0.5	0.0909	0.3984	0.3945	0.3045	0.2289	0.2077	0.176	0.2306	0.0967	0.5	0.0909	0.0923	0.107	0.2306	0.2256	0.1502	0.103	2eix-assembly1_B	0.9249	homodimer	2eix-assembly1_B	0.9249	homodimer	2eix-assembly1_B	0.9249	monomer	homodimer	0.48926792	0.11719524	0.2287125172	0.527834312249773	0.1968838098128748	0.2963927676425321	7rom	0.73943615	0	7rom	2.0	64.0	4.0	0.0	25.0	18.0	90.0	9.15468	291.0	7rom	1037.2376000000002	663.4719999999999	1700.7100000000005	0.6098850480093608	0.3901147167947503
7rp8	0.3441	0.3176	0.3355	0.3296	0.3441	0.3441	0.324	0.3172	0.3172	0.3239	0.3147	0.3053	0.3268	0.3183	0.3051	0.3051	0.3147	0.3147	0.299	0.3113	3pae-assembly1	0.9989	monomer	3hbr-assembly2_D	0.9284	homodimer	3hbr-assembly2_D	0.9284	monomer	homodimer	0.4562856	0.18190423	0.2748310648	0.5045870712006075	0.2584345674765422	0.3412708267980244	7rp8	0.7559481666666668	0	7rp8	1.0	142.0	15.0	0.0	56.0	51.0	84.0	7.8458333	195.0	7rp8	1209.0964	997.9292000000002	2207.0252	0.5478398706095428	0.4521603106298922
7rst	0.6667	0.3243	0.0	0.1667	0.6667	0.6602	0.3636	0.3243	0.3243	0.6429	0.2857	0.2973	0.0	0.1667	0.2973	0.2973	0.2857	0.2718	0.3409	0.5714	7o1r-assembly1	0.8094	monomer	8iag-assembly1_B	0.8051	homomultimer	8iag-assembly1_B	0.8051	monomer	homomultimer	0.6131973	0.16859247	0.2997518804	0.6342092854747305	0.2349131007889457	0.3546878656711791	7rst	0.8034940833333333	0	7rst	2.0	80.0	9.0	0.0	59.0	54.0	78.0	4.6068964	318.0	7rst	2027.6068	735.4388	2763.0480000000007	0.7338297416476294	0.2661693897463959
7rtx	0.6808	0.2738	0.0667	0.3051	0.6808	0.6808	0.6602	0.6056	0.6	0.2738	0.3117	0.0595	0.0	0.0508	0.0364	0.0444	0.3117	0.3117	0.2783	0.0595	1cnu-assembly1	0.9969	monomer	8oh4-assembly1_K	0.9114	heteromultimer_3_or_more_copies	4bex-assembly1_1	0.8179	monomer	homodimer	0.28888944	0.09405595	0.17326285076	0.352058592825847	0.1774714075834556	0.2483667200883343	7rtx	0.7450993499999999	0	7rtx	1.0	43.0	7.0	0.0	35.0	32.0	86.0	8.445665	116.0	7rtx	398.3756000000001	558.4459999999999	956.8212	0.4163532329760253	0.5836471850749125
7rw3	0.9774	0.9873	0.9841	0.9927	0.9774	0.9774	0.9772	0.9771	0.9874	0.9865	0.8868	0.8983	0.8413	0.7956	0.8989	0.8896	0.8868	0.8868	0.8903	0.8757	6kfz-assembly1_A	0.9584	homodimer	6kfz-assembly1_A	0.9584	homodimer	6kfz-assembly1_A	0.9584	homodimer	homodimer	0.9599281	0.9543131	0.9569080092	0.9603303358889362	0.954950146308664	0.957416933367978	7rw3	0.9994232	1	7rw3	238.0	296.0	271.0	257.0	274.0	183.0	99.0	0.8976969	1431.0	7rw3	4140.4868	2805.8196	6946.3076	0.5960701769095281	0.4039296503368206
7rxf	0.7023	0.7799	0.7167	0.6915	0.7023	0.7023	0.6959	0.7215	0.7268	0.7832	0.6279	0.7642	0.7167	0.6915	0.6995	0.6897	0.6279	0.6279	0.6496	0.7692	6f50-assembly2	0.9818	monomer	5kp3-assembly1_B-2	0.9776	homodimer	5kp3-assembly1_B-2	0.9776	homodimer	homodimer	0.9231674	0.88611716	0.9098193492	0.924950147304991	0.8896981995000335	0.9121779665221412	7rxf	0.9984920333333334	1	7rxf	81.0	94.0	87.0	83.0	89.0	62.0	99.0	0.83954066	1270.0	7rxf	1396.7932	821.0268000000001	2217.8216	0.6298041285196249	0.3701951500517444
